id,text,simplify,score
46WKIipNJt8_18-8-rgb_front,The next thing is going to be trimming the foot and I will talk about that next.,"The next step will be to trim the foot, and I will talk about that later.",tensor([[0.9215]])
58xX_6AShZQ_8-5-rgb_front,That would be fives over sixes and you could have that with dice also.,That would be fives over sixes and you can do that with dice too.,tensor([[0.9687]])
2zPzFyZkZF0_4-5-rgb_front,"Saturate your cotton ball with it, and then you're going to start removing the polish from all ten nails.",Take the cotton ball and heat it up. Then you will start to remove the polish from all ten nails.,tensor([[0.8936]])
DvKS20WKiX4_19-8-rgb_front,Keep the stitches even and there should be an even space between them as well.,The stitches should be even and there should be an even space between them.,tensor([[0.9414]])
5TIHwgy4F1s_11-3-rgb_front,And that's how you play Robot.,This is how you play robot.,tensor([[0.9253]])
bjQrRezhvQU_17-1-rgb_front,The value locates the color's approximate position in relation to black and white.,The value tells us where the color is in relation to black and white.,tensor([[0.9357]])
1_gd9m2tKvQ_6-8-rgb_front,"However; the string, the exact amount of string you're going to use on your racket will also depend on the size of your, the head of your racket.","But the string, the amount of string that you will use on your racket will also depend on the size of your head of the racket.",tensor([[0.9689]])
19f_ac2f2C8_8-8-rgb_front,"Also, if you don't take care of your hair, and the perm, it's not going to last as long, either.","Also, if you don't take care of your hair, the perm is not going to last as long either.",tensor([[0.9707]])
09wc1lfk_P4_7-8-rgb_front,"But, mainly most of the time for an elegant beach theme wedding you're probably going to do a seated dinner.","But, for the most part, for an elegant beach theme wedding, you're probably going to have a seated dinner.",tensor([[0.9667]])
1dLchY8R6tU_6-8-rgb_front,"The most common error I see here, is that people draw the hands into the body, crushing the egg inside of their armpit.",The most common mistake I see here is that people put their hands into their body and crush the egg in their armpit.,tensor([[0.8714]])
3WEwTZHf8kI_26-5-rgb_front,"And you will tell yourself the truth, because only you know what the truth is.","And you will know the truth, because only you will know the truth.",tensor([[0.7515]])
3_EsFz2QLws_0-5-rgb_front,I've always thought a really fun part of tennis is dressing up for it.,I've always thought the most fun part of tennis is playing.,tensor([[0.7812]])
-CM5y50t9yg_11-8-rgb_front,"So it is good to start out head of the game and hopefully if you fuel properly, you will end your race hydrated and excited from your big win.","So it's good to start head of the game and if you fuel the right way, you'll end the race hydrated and happy with your big win.",tensor([[0.9350]])
c5SLsQzzdF4_3-3-rgb_front,"Once you have done that, you want to get some wig shampoo.","Once you've done that, you should get some hair shampoo.",tensor([[0.8408]])
Fw5oYBjjmSI_9-5-rgb_front,And these are a nipper if you want to get a lot of little pieces you use this nip along them.,And these are a nipper if you want to get a lot of small pieces you use this nip on them.,tensor([[0.9323]])
DpzyzJvORMg_1-3-rgb_front,I'm Jackie with how to cure pimples with herbs.,I'm Jackie about how to treat pimples.,tensor([[0.8548]])
0AL_w4FP-vA_2-8-rgb_front,"Jonsey is going to demonstrate what we mean by single leg lateral hop, which is going to work stability for you and also power.","Jonsey will show you what we mean by single leg lateral hop, which will work balance for you as well as power.",tensor([[0.9249]])
1CjA3Xzvd0k_1-5-rgb_front,Talking about how this group that I'm involved with here in Arizona get started.,Talking about how this group that I'm working with right here in Arizona began.,tensor([[0.9402]])
1KTyhaoXjBE_15-5-rgb_front,"And, I'm going to trim this side out as well.",And I'm going to cut the other side out too.,tensor([[0.7731]])
1UhvxT9ri7U_8-5-rgb_front,You can always tell who's prepared by who asks the most questions and who asks the fastest questions.,You can always tell who's ready by who asks the most questions and when they ask them.,tensor([[0.7824]])
1RKo1xJauj4_2-5-rgb_front,In this clip I'm going to talk about carrying the glider.,In this video I'm going to talk about flying.,tensor([[0.5339]])
bfNbGx1yLdE_11-4-rgb_front,"You can use something like this, they are like rubber bands, but they're specifically for hair.","You can use something like this. It's like a rubber band, but it's meant for hair.",tensor([[0.9557]])
btSrRQAWN6k_0-4-rgb_front,When we do a hearing assessment there are three parts of the auditory system that we're primarily evaluating.,"When we do a hearing test, there are three main parts of the hearing system that we focus on.",tensor([[0.9311]])
ebl8tXLXops_0-8-rgb_front,"Hi, I'm Greg Lawrence, with Lake Lessons, and I'm here to show you how to jump on a wakeboard.","Hi, I'm Greg Lawrence, from Lake Lessons. I'm here to teach you how to wakeboard.",tensor([[0.8929]])
2XnIHZ9qbsI_17-5-rgb_front,"But this shot you really, you need to leave that up to the trick shot artists that you see on TV.","But this shot you really, you should leave that to the trick shot artists on television.",tensor([[0.9681]])
bb2M6v4T7ZA_6-8-rgb_front,The important thing to remember is that it should be fresh so that it is easily put into the measuring container.,"The important thing to remember is that it should be fresh. This way, it can be easily put into the container.",tensor([[0.8534]])
0-bR2rq-qps_23-5-rgb_front,And just have a stack of cotton swabs that you can always use.,You should also have a stack of cotton swabs. You can always use.,tensor([[0.8914]])
1TsfCQyFt1A_1-5-rgb_front,"They may not have been on the bike when it was originally purchased, but they were probably purchased from the bike shop later on, and put on the bike.","They might not have been on the bike when it was first bought, but they were probably bought from the bike shop later, and put on the bike.",tensor([[0.9914]])
1eCzLIfdH2o_0-8-rgb_front,"Next part of our seated asanas, or postures, is navasana, or a boat pose.",The next part of sitting is called navasana. This is a boat pose.,tensor([[0.8596]])
1Eq8tHs0zGA_10-5-rgb_front,Now this is the basic and your back is on an angle.,This is the basic and the back is at an angle.,tensor([[0.7136]])
aoJGFkOHUmY_0-8-rgb_front,"Hi, I'm Chris Murray, and I'm going to tell you how to find out about English soccer teams.","Hi, I'm Chris Murray, and I'm going to tell you how to find out about football.",tensor([[0.4986]])
17g6wyytWzs_2-8-rgb_front,"When you get ready to transplant them in the garden, it is best if you have a robust or short squat plant than a tall skinny one.","When you're going to transplant them in the garden, it's best if you have a short or strong squat plant than a short skinny one.",tensor([[0.9618]])
BoBx1pDyFog_5-8-rgb_front,"So, to properly learn the Roll cast is one of the most advantages that you have.","So, learning the roll cast is the most important advantage that you have.",tensor([[0.9630]])
1retf-icZlQ_4-8-rgb_front,And you've also got automatic focus and automatic exposure locks.,"In addition, it has automatic focus and exposure locks.",tensor([[0.8374]])
doMosV-zfCI_5-2-rgb_front,And in this segment we're going to talk about why it's import to properly breathe deeply.,And in this section we will discuss why it's important to properly breathe deeply.,tensor([[0.8251]])
08PDyCn-pxI_6-5-rgb_front,"If the quarterback plays action fakes, a lot of time the linebackers are going to sucked up another step.","If the quarterback plays action fakes, most of the time the linebackers will take another step.",tensor([[0.9569]])
05snMPwCV98_11-5-rgb_front,"It's just too short for being long, and too long for being shrunken.","It's just too long for being short, and too short for being long.",tensor([[0.7978]])
aAxwZVOGyXs_7-5-rgb_front,"If you're overwhelmed from this position, how are you going to get out and get away on that side.","If you're in that position, how are you going to get out? You can't get away from it.",tensor([[0.5743]])
1fdMM1LuAsY_2-8-rgb_front,"If you like it to pull all the way back to the bar, then you know that you need to loosen up your brakes a little bit.","If you like it to go all the way back to the bar, then you know that you should slow down a little bit.",tensor([[0.6632]])
0JZYw74996E_16-5-rgb_front,What that will do is ensure that the wheel is torched down flat and centered.,What this will do is ensure that the wheel is centered and flat.,tensor([[0.8474]])
0trr2UC5l5M_12-11-rgb_front,"After it has come to a boil, I'm going to turn the heat down to a simmer, put a lid on it, and simmer it for two hours.","When it comes to a boil, I will turn the heat down to a simmer. I will put a lid on it and let it simmer for two hours.",tensor([[0.9238]])
0uCaKKqoPSk_6-8-rgb_front,Work on top of it or dig some of it out and put some good soil in.,Work on top of it or dig some of it out. Put some good soil in there.,tensor([[0.9731]])
1O_X7NnW-HA_7-5-rgb_front,There is a website called classmates.com.,This website is called classmates.com.,tensor([[0.8995]])
3BuvrAJDzyk_7-3-rgb_front,And when we need to scrape down the side a bit before adding the next egg.,And when we should scrape down the side a bit before we add the next egg.,tensor([[0.9093]])
1mN7gG892WI_7-8-rgb_front,this will be the cheapest cleaning supply that you can probably find.,This will probably be the cheapest cleaning supply you can find.,tensor([[0.9877]])
1VrnikyRfO0_8-5-rgb_front,The next step we will move onto is cleaning you vegetables.,The next thing we will do is clean your vegetables.,tensor([[0.9483]])
10VoWaHH80U_4-5-rgb_front,I have in my overflow jug coolant.,I have the extra jug coolant.,tensor([[0.7541]])
DhN9zRgCbBU_22-5-rgb_front,"Another thing you can do with the jump is get a stay, sit, sit, good girl!","Another thing you can do is you can do a sit, stay, sit, good girl!",tensor([[0.6588]])
5CGdJ5Cuv5M_12-8-rgb_front,"If not, on the third try, after you do that you would get out the time after that.","If not, on the third try, then after that you will get the time back.",tensor([[0.7913]])
bLSpqPnZ15Y_10-1-rgb_front,We just didn't hold the heard as well as we would like to.,We just didn't hold the heard like we would like to.,tensor([[0.9621]])
dEimfSueTwk_6-5-rgb_front,"However, some people play standing up.",But some people are playing standing up.,tensor([[0.9262]])
3-zQaHVXTsI_1-8-rgb_front,"In this segment, we are going to discuss the tools that you use working with glass.","In this section, we will talk about the tools that you use to work with glass.",tensor([[0.9457]])
